Id	MSSubClass	MSZoning	LotFrontage	LotArea	Street	Alley	LotShape	LandContour	Utilities	LotConfig	LandSlope	Neighborhood	Condition1	Condition2	BldgType	HouseStyle	OverallQual	OverallCond	YearBuilt	YearRemodAdd	RoofStyle	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	MasVnrArea	ExterQual	ExterCond	Foundation	BsmtQual	BsmtCond	BsmtExposure	BsmtFinType1	BsmtFinSF1	BsmtFinType2	BsmtFinSF2	BsmtUnfSF	TotalBsmtSF	Heating	HeatingQC	CentralAir	Electrical	1stFlrSF	2ndFlrSF	LowQualFinSF	GrLivArea	BsmtFullBath	BsmtHalfBath	FullBath	HalfBath	BedroomAbvGr	KitchenAbvGr	KitchenQual	TotRmsAbvGrd	Functional	Fireplaces	FireplaceQu	GarageType	GarageYrBlt	GarageFinish	GarageCars	GarageArea	GarageQual	GarageCond	PavedDrive	WoodDeckSF	OpenPorchSF	EnclosedPorch	3SsnPorch	ScreenPorch	PoolArea	PoolQC	Fence	MiscFeature	MiscVal	MoSold	YrSold	SaleType	SaleCondition	SalePrice	logMS	loglot	logBsmt	logfin	loghalf	logtot	loggar	logdeck	logporch	logpool	logMisc	transMS	translot	transBsmt	transfin	lowqualSF	transhalf	transtot	transdeck	transporch	transpool	transMisc	transgar	gragecars	BrkTil	CBlock	PConc	Slab	Stone	Wood	_INTO_
747	60	RL	NA	8795	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	300	Unf	0	652	952	GasA	Ex	Y	SBrkr	980	1276	0	2256	0	0	2	1	4	1	Gd	8	Typ	1	TA	BuiltIn	2000	Fin	2	554	TA	TA	Y	224	54	0	0	0	0	NA	NA	NA	0	4	2009	WD	Normal	236000	4.094344562	9.081938657	5.703782475			2.079441542	0.693147181	5.411646052	3.988984047			7.745966692	9.082052352	17.32050808			0	2.828427125	14.96662955	7.348469228	0	0	1.414213562		0.138219702	0.131280198	0.30418238	0.0892697	0.19654197	0.14050605	PConc
748	70	RM	65	11700	Pave	Pa	IR1	Lvl	AllPub	Corner	Gtl	OldTown	Norm	Norm	1Fam	2Story	7	7	1880	2003	Mansa	CompShg	Stucco	Stucco	None	0	Gd	TA	Stone	TA	Fa	No	Unf	0	Unf	0	1240	1240	GasW	TA	N	SBrkr	1320	1320	0	2640	0	0	1	1	4	1	Gd	8	Typ	1	Gd	Detchd	1950	Unf	4	864	TA	TA	N	181	0	386	0	0	0	NA	NA	NA	0	5	2009	WD	Normal	265979	4.248495242	9.367344121				2.079441542	1.386294361	5.198497031				8.366600265	9.367429587	0			0	2.828427125	13.45362405	0	0	0	2		0.01879406	0.022489131	0.672693792	0.105238053	0.063177418	0.117607546	PConc
749	20	RL	59	10593	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	1Story	7	5	1996	1996	Hip	CompShg	VinylSd	VinylSd	BrkFace	338	Gd	TA	PConc	Gd	TA	No	GLQ	919	Unf	0	801	1720	GasA	Ex	Y	SBrkr	1720	0	0	1720	1	0	2	0	3	1	Gd	7	Typ	1	TA	Attchd	1996	Fin	2	527	TA	TA	Y	240	56	154	0	0	0	NA	NA	NA	0	3	2010	WD	Normal	260400	2.995732274	9.267948685	6.823286122			1.945910149	0.693147181	5.480638923	4.025351691			4.472135955	9.268043082	30.31501278			0	2.645751311	15.49193339	7.483314774	0	0	1.414213562		0.068244197	0.204858783	0.29242339	0.022284001	0.021264327	0.390925301	Wood
750	50	RL	50	8405	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1.5Fin	4	3	1945	1950	Gable	CompShg	WdShing	Wd Shng	None	0	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	Wall	TA	N	FuseF	1088	441	0	1529	0	0	2	0	4	1	TA	9	Mod	0	NA	Detchd	1945	Unf	1	240	TA	TA	N	92	0	185	0	0	0	NA	NA	NA	0	4	2009	WD	Normal	98000	3.912023005	9.036582046				2.197224577	0	4.521788577				7.071067812	9.036701016	0			0	3	9.591663047	0	0	0	1		0.301121187	0.09609705	0.035263505	0.199858529	0.31951247	0.048147259	Stone
751	50	RM	55	8800	Pave	Gr	Reg	Lvl	AllPub	Corner	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	4	7	1910	2004	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	BrkTil	TA	Fa	No	Unf	0	Unf	0	576	576	GasA	Gd	Y	SBrkr	792	348	0	1140	0	0	1	0	3	1	TA	7	Min2	0	NA	NA		NA	0	0	NA	NA	N	0	160	0	0	0	0	NA	NA	NA	0	6	2010	WD	Normal	96500	3.912023005	9.082507001				1.945910149			5.075173815			7.071067812	9.08262063	0			0	2.645751311	0	12.64911064	0	0	0		0.466727165	0.143697094	0.021774394	0.082052086	0.281188383	0.004560878	BrkTil
752	60	RL	NA	7750	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	RRAn	Norm	1Fam	2Story	7	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	660	660	GasA	Ex	Y	SBrkr	660	660	0	1320	0	0	2	1	3	1	Gd	6	Typ	0	NA	Attchd	2003	Fin	2	400	TA	TA	Y	0	48	0	0	0	0	NA	NA	NA	0	8	2007	WD	Normal	162000	4.094344562	8.955448122				1.791759469	0.693147181		3.871201011			7.745966692	8.955577146	0			0	2.449489743	0	6.92820323	0	0	1.414213562		0.19430959	0.148272432	0.215567686	0.299145471	0.095161698	0.047543122	Slab
753	20	RL	79	9236	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	6	5	1997	1997	Gable	CompShg	VinylSd	VinylSd	None	0	TA	Gd	PConc	Gd	TA	Gd	GLQ	1200	Unf	0	279	1479	GasA	Ex	Y	SBrkr	1494	0	0	1494	1	0	2	0	3	1	Gd	6	Typ	0	NA	Attchd	1997	RFn	2	576	TA	TA	Y	168	27	0	0	0	0	NA	NA	NA	0	7	2006	WD	Normal	217000	2.995732274	9.130864171	7.090076836			1.791759469	0.693147181	5.123963979	3.295836866			4.472135955	9.130972437	34.64101615			0	2.449489743	12.9614814	5.196152423	0	0	1.414213562		0.040175876	0.20536953	0.195123687	0.014361791	0.004467852	0.540501264	Wood
754	60	RL	80	10240	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	1Fam	2Story	8	5	2005	2005	Gable	CompShg	VinylSd	VinylSd	BrkFace	178	Gd	TA	PConc	Gd	TA	Mn	Unf	0	Unf	0	1030	1030	GasA	Gd	Y	SBrkr	1038	1060	0	2098	0	0	2	1	3	1	Ex	8	Typ	1	Gd	Attchd	2005	RFn	3	878	TA	TA	Y	192	52	0	0	0	0	NA	NA	NA	0	3	2006	WD	Normal	275500	4.094344562	9.234056899				2.079441542	1.098612289	5.257495372	3.951243719			7.745966692	9.23415455	0			0	2.828427125	13.85640646	7.211102551	0	0	1.732050808		0.062545172	0.053775987	0.513586987	0.119130304	0.17005733	0.080904221	PConc
755	20	RL	61	7930	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	8	1969	2005	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	TA	TA	No	GLQ	439	LwQ	472	115	1026	GasA	Gd	Y	SBrkr	1026	0	0	1026	1	0	1	0	3	1	Gd	5	Typ	0	NA	Detchd	1969	RFn	2	440	TA	TA	Y	171	48	0	0	0	0	NA	NA	NA	0	7	2009	WD	Normal	156000	2.995732274	8.978408315	6.084499413			1.609437912	0.693147181	5.141663557	3.871201011			4.472135955	8.97853441	20.95232684			0	2.236067978	13.07669683	6.92820323	0	0	1.414213562		0.121842052	0.282216454	0.354341534	0.086386005	0.016566372	0.138647585	PConc
756	160	FV	34	3230	Pave	Pa	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	TwnhsE	2Story	6	5	1999	1999	Gable	CompShg	MetalSd	MetalSd	BrkFace	894	TA	TA	PConc	Gd	TA	No	GLQ	381	Unf	0	348	729	GasA	Gd	Y	SBrkr	742	729	0	1471	0	0	2	1	3	1	TA	6	Typ	0	NA	Detchd	1999	Unf	2	440	TA	TA	Y	0	24	0	0	0	0	NA	NA	NA	0	3	2009	WD	Normal	172500	5.075173815	8.080237416	5.942799375			1.791759469	0.693147181		3.17805383			12.64911064	8.080546966	19.5192213			0	2.449489743	0	4.898979486	0	0	1.414213562		0.121421358	0.133281954	0.2965388	0.198096988	0.126893125	0.123767775	PConc
757	60	RL	68	10769	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	8	5	2007	2007	Gable	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	Av	GLQ	20	Unf	0	846	866	GasA	Ex	Y	SBrkr	866	902	0	1768	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2007	RFn	2	578	TA	TA	Y	144	105	0	0	0	0	NA	NA	NA	0	4	2009	WD	Normal	212000	4.094344562	9.284426915	2.995732274			1.945910149	0.693147181	4.9698133	4.65396035			7.745966692	9.28451977	4.472135955			0	2.645751311	12	10.24695077	0	0	1.414213562		0.168077117	0.124692893	0.313059473	0.134113897	0.22130732	0.0387493	PConc
758	60	RL	NA	11616	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Sawyer	Norm	Norm	1Fam	2Story	6	5	1978	1978	Hip	CompShg	HdBoard	HdBoard	BrkCmn	328	TA	TA	CBlock	TA	TA	Mn	Rec	438	Unf	0	234	672	GasA	TA	Y	SBrkr	672	714	0	1386	0	0	2	1	3	1	TA	6	Typ	1	TA	Attchd	1978	Fin	2	440	TA	TA	Y	335	0	0	0	0	0	NA	GdPrv	NA	0	4	2010	WD	Abnorml	158900	4.094344562	9.360138737	6.08221891			1.791759469	0.693147181	5.814130532				7.745966692	9.360224822	20.92844954			0	2.449489743	18.30300522	0	0	0	1.414213562		0.100092606	0.21339462	0.326454641	0.076452835	0.032266742	0.251338556	PConc
759	160	FV	24	2280	Pave	Pa	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	Twnhs	2Story	7	5	1999	1999	Gable	CompShg	MetalSd	MetalSd	BrkFace	360	TA	TA	PConc	Gd	TA	No	ALQ	549	Unf	0	195	744	GasA	Gd	Y	SBrkr	757	744	0	1501	0	0	2	1	3	1	TA	6	Typ	0	NA	Detchd	1999	Unf	2	440	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	8	2008	WD	Normal	179400	5.075173815	7.731930722	6.308098442			1.791759469	0.693147181					12.64911064	7.732369222	23.43074903			0	2.449489743	0	0	0	0	1.414213562		0.106070209	0.145961798	0.279553991	0.167456002	0.083997711	0.216960289	PConc
760	60	RL	65	12257	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1995	1995	Gable	CompShg	VinylSd	VinylSd	BrkFace	513	Gd	TA	PConc	Gd	TA	Av	LwQ	56	ALQ	64	1198	1318	GasA	Ex	Y	SBrkr	1328	1203	0	2531	0	0	2	1	4	1	Gd	9	Typ	1	TA	Attchd	1995	RFn	3	752	TA	TA	Y	222	98	0	0	0	0	NA	NA	NA	0	11	2007	WD	Normal	290000	4.094344562	9.413852481	4.025351691			2.197224577	1.098612289	5.402677382	4.584967479			7.745966692	9.413934064	7.483314774			0	3	14.89966443	9.899494937	0	0	1.732050808		0.049985851	0.039354508	0.509446813	0.062213126	0.280438744	0.058560957	PConc
761	20	RL	70	9100	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	6	1959	1959	Hip	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	TA	TA	No	Rec	612	Unf	0	252	864	GasA	Ex	Y	SBrkr	864	0	0	864	0	0	1	0	2	1	TA	5	Typ	0	NA	Detchd	2008	Unf	1	300	Ex	Ex	Y	0	0	0	0	0	0	NA	NA	Shed	450	10	2009	WD	Normal	127500	2.995732274	9.116029693	6.416732283			1.609437912	0				6.109247583	4.472135955	9.116139577	24.73863375			0	2.236067978	0	0	0	21.21320344	1		0.204237494	0.388549392	0.055735588	0.156380764	0.018700701	0.176396061	CBlock
762	30	RM	60	6911	Pave	NA	Reg	Lvl	AllPub	FR2	Gtl	BrkSide	Feedr	Norm	1Fam	1Story	5	5	1924	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	PConc	TA	TA	Mn	LwQ	405	Unf	0	740	1145	GasA	TA	Y	SBrkr	1301	0	0	1301	0	0	1	0	2	1	Fa	5	Min1	0	NA	Detchd	1965	Unf	2	440	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	10	2009	WD	Normal	100000	3.401197382	8.840869624	6.003887067			1.609437912	0.693147181					5.477225575	8.841014311	20.1246118			0	2.236067978	0	0	0	0	1.414213562		0.148525128	0.265542624	0.210456009	0.199771033	0.014845102	0.160860105	CBlock
763	60	FV	72	8640	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	7	5	2009	2009	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	PConc	Gd	TA	Mn	GLQ	24	Unf	0	732	756	GasA	Ex	Y	SBrkr	764	783	0	1547	0	0	2	1	3	1	Gd	7	Typ	0	NA	Attchd	2009	Unf	2	614	TA	TA	Y	169	45	0	0	0	0	NA	NA	NA	0	6	2010	Con	Normal	215200	4.094344562	9.064157862	3.17805383			1.945910149	0.693147181	5.129898715	3.80666249			7.745966692	9.064273596	4.898979486			0	2.645751311	13	6.708203933	0	0	1.414213562		0.175046758	0.133470272	0.26782091	0.184800133	0.16786851	0.070993417	PConc
764	60	RL	82	9430	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NoRidge	Norm	Norm	1Fam	2Story	8	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	673	Gd	TA	PConc	Gd	TA	Mn	GLQ	1163	Unf	0	89	1252	GasA	Ex	Y	SBrkr	1268	1097	0	2365	1	0	2	1	3	1	Gd	8	Typ	1	Gd	Attchd	1999	RFn	3	856	TA	TA	Y	0	128	0	0	180	0	NA	NA	NA	0	7	2009	WD	Normal	337000	4.094344562	9.151651376	7.058758153			2.079441542	1.098612289		4.852030264			7.745966692	9.151757415	34.10278581			0	2.828427125	0	11.3137085	0	0	1.732050808		0.021386726	0.070784445	0.553247467	0.011785078	0.029096032	0.313700253	PConc
765	120	RL	30	9549	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Veenker	Norm	Norm	TwnhsE	1Story	8	5	1995	1996	Hip	CompShg	BrkFace	BrkFace	None	0	Gd	Gd	PConc	Gd	Gd	Av	LwQ	437	GLQ	1057	0	1494	GasA	Ex	Y	SBrkr	1494	0	0	1494	1	0	1	1	2	1	Ex	6	Typ	1	Gd	Attchd	1995	Fin	2	481	TA	TA	Y	0	30	0	0	216	0	NA	NA	NA	0	4	2006	WD	Normal	270000	4.787491743	9.164191716	6.079933195			1.791759469	0.693147181		3.401197382			10.95445115	9.164296434	20.90454496			0	2.449489743	0	5.477225575	0	0	1.414213562		0.137028898	0.179254702	0.269263792	0.190903388	0.079555791	0.14399343	PConc
766	20	RL	75	14587	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	9	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	284	Gd	TA	PConc	Gd	TA	No	Unf	0	Unf	0	1498	1498	GasA	Ex	Y	SBrkr	1506	0	0	1506	0	0	2	0	2	1	Ex	6	Typ	1	Gd	Attchd	2008	Fin	2	592	TA	TA	Y	0	174	0	0	0	0	NA	NA	NA	0	8	2008	New	Partial	264132	2.995732274	9.587886				1.791759469	0.693147181		5.159055299			4.472135955	9.587954552	0			0	2.449489743	0	13.19090596	0	0	1.414213562		0.208762189	0.173261949	0.330840832	0.144581921	0.125608485	0.016944624	PConc
767	60	RL	80	10421	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	2Story	7	5	1988	1988	Gable	CompShg	HdBoard	HdBoard	BrkFace	42	TA	TA	CBlock	Gd	TA	No	GLQ	394	Unf	0	586	980	GasA	TA	Y	SBrkr	980	734	0	1714	0	0	2	1	3	1	TA	7	Typ	1	TA	Attchd	1988	Unf	2	496	TA	TA	Y	228	66	156	0	0	0	NA	MnPrv	Shed	500	3	2010	WD	Normal	196500	4.094344562	9.25157828	5.976350909			1.945910149	0.693147181	5.429345629	4.189654742		6.214608098	7.745966692	9.251674236	19.84943324			0	2.645751311	15.09966887	8.124038405	0	22.36067978	1.414213562		0.101885316	0.15343055	0.295851698	0.090386698	0.182835275	0.175610464	PConc
768	50	RL	75	12508	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	1Fam	1.5Fin	6	7	1940	1985	Gable	CompShg	VinylSd	VinylSd	None	0	TA	TA	CBlock	Gd	TA	Mn	ALQ	660	Unf	0	323	983	GasA	Ex	Y	SBrkr	983	767	0	1750	1	0	2	0	4	1	TA	7	Mod	0	NA	Attchd	1989	Unf	1	423	TA	TA	Y	245	0	156	0	0	0	NA	NA	Shed	1300	7	2008	WD	Normal	160000	3.912023005	9.434123719	6.492239835			1.945910149	0	5.501258211			7.170119543	7.071067812	9.434203664	25.69046516			0	2.645751311	15.65247584	0	0	36.05551276	1		0.100631908	0.192428359	0.044222885	0.09012857	0.183380546	0.389207733	Wood
769	20	RL	70	9100	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2004	2005	Hip	CompShg	VinylSd	VinylSd	None	0	Gd	TA	PConc	Gd	TA	No	GLQ	24	Unf	0	1836	1860	GasA	Ex	Y	SBrkr	1836	0	0	1836	0	0	2	0	3	1	Gd	8	Typ	1	Gd	Attchd	2004	Fin	2	484	TA	TA	Y	120	33	0	0	0	0	NA	NA	NA	0	10	2006	WD	Normal	216837	2.995732274	9.116029693	3.17805383			2.079441542	0.693147181	4.787491743	3.496507562			4.472135955	9.116139577	4.898979486			0	2.828427125	10.95445115	5.744562647	0	0	1.414213562		0.206337649	0.125877311	0.18926713	0.207938421	0.184344192	0.086235298	Slab
770	60	RL	47	53504	Pave	NA	IR2	HLS	AllPub	CulDSac	Mod	StoneBr	Norm	Norm	1Fam	2Story	8	5	2003	2003	Hip	CompShg	CemntBd	Wd Shng	BrkFace	603	Ex	TA	PConc	Gd	TA	Gd	ALQ	1416	Unf	0	234	1650	GasA	Ex	Y	SBrkr	1690	1589	0	3279	1	0	3	1	4	1	Ex	12	Mod	1	Gd	BuiltIn	2003	Fin	3	841	TA	TA	Y	503	36	0	0	210	0	NA	NA	NA	0	6	2010	WD	Normal	538000	4.094344562	10.8875117	7.255591274			2.48490665	1.098612289	6.22059017	3.583518939			7.745966692	10.88753039	37.62977544			0	3.464101615	22.42766149	6	0	0	1.732050808		0.005526142	0.030797093	0.102360192	0.002028008	0.015180504	0.844108061	Wood
771	85	RL	NA	7252	Pave	NA	IR1	Lvl	AllPub	CulDSac	Gtl	Sawyer	Norm	Norm	1Fam	SFoyer	5	5	1982	1982	Hip	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	Gd	TA	Av	GLQ	685	Unf	0	173	858	GasA	TA	Y	SBrkr	858	0	0	858	1	0	1	0	2	1	TA	5	Typ	0	NA	Detchd	1983	Unf	2	576	TA	TA	Y	120	0	0	0	0	0	NA	NA	NA	0	4	2009	WD	Normal	134900	4.442651257	8.889032572	6.529418838			1.609437912	0.693147181	4.787491743				9.219544457	8.889170455	26.17250466			0	2.236067978	10.95445115	0	0	0	1.414213562		0.086243052	0.24335674	0.287463278	0.086128885	0.014293872	0.282514174	PConc
772	20	RL	67	8877	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	4	5	1951	1951	Gable	CompShg	Wd Sdng	Wd Sdng	None	0	TA	TA	CBlock	Fa	Fa	No	LwQ	836	Unf	0	0	836	GasA	TA	Y	FuseF	1220	0	0	1220	0	0	1	0	2	1	TA	6	Typ	0	NA	Detchd	1951	Unf	2	396	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	4	2006	COD	Normal	102000	2.995732274	9.091218941	6.728628613			1.791759469	0.693147181					4.472135955	9.091331585	28.91366459			0	2.449489743	0	0	0	0	1.414213562		0.097107333	0.248428761	0.171514348	0.077739531	0.010613788	0.394596238	Wood
773	80	RL	94	7819	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	SLvl	6	5	1976	1976	Gable	CompShg	Plywood	Plywood	None	0	TA	TA	CBlock	TA	TA	Av	ALQ	422	BLQ	127	480	1029	GasA	TA	Y	SBrkr	1117	0	0	1117	1	0	1	0	3	1	TA	6	Typ	1	TA	Detchd	1976	Unf	2	672	TA	TA	Y	144	0	0	0	0	0	NA	MnPrv	NA	0	3	2010	WD	Abnorml	107000	4.382026635	8.964311948	6.045005314			1.791759469	0.693147181	4.9698133				8.94427191	8.964439834	20.54263858			0	2.449489743	12	0	0	0	1.414213562		0.125446131	0.198221949	0.276791798	0.140514993	0.045860492	0.213164637	PConc
774	20	RL	70	10150	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Feedr	Norm	1Fam	1Story	5	5	1958	1958	Gable	CompShg	Wd Sdng	Wd Sdng	None	1	TA	TA	CBlock	TA	TA	No	Rec	456	Unf	0	456	912	GasA	Ex	Y	FuseA	912	0	0	912	0	0	1	0	2	1	TA	5	Typ	0	NA	Attchd	1958	RFn	1	275	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	7	2007	COD	Normal	114500	2.995732274	9.225228985	6.12249281			1.609437912	0					4.472135955	9.225327502	21.3541565			0	2.236067978	0	0	0	0	1		0.27034659	0.384552014	0.060704771	0.170723211	0.013676776	0.099996638	CBlock
775	20	RL	11	14226	Pave	NA	Reg	Lvl	AllPub	Corner	Gtl	NridgHt	Norm	Norm	1Fam	1Story	8	5	2006	2006	Hip	CompShg	VinylSd	VinylSd	BrkFace	375	Gd	TA	PConc	Gd	TA	Av	Unf	0	Unf	0	1935	1935	GasA	Gd	Y	SBrkr	1973	0	0	1973	0	0	2	0	3	1	Gd	9	Typ	1	Gd	Attchd	2006	Fin	3	895	TA	TA	Y	315	45	0	0	0	0	NA	NA	NA	0	7	2007	New	Partial	395000	2.995732274	9.562826555				2.197224577	1.098612289	5.752572639	3.80666249			4.472135955	9.562896847	0			0	3	17.74823935	6.708203933	0	0	1.732050808		0.06474658	0.056673472	0.495013251	0.087729775	0.182025769	0.113811154	PConc
776	120	RM	32	4500	Pave	NA	Reg	Lvl	AllPub	FR2	Gtl	Mitchel	Norm	Norm	TwnhsE	1Story	6	5	1998	1998	Hip	CompShg	VinylSd	VinylSd	BrkFace	320	TA	TA	PConc	Ex	TA	No	GLQ	866	Unf	0	338	1204	GasA	Ex	Y	SBrkr	1204	0	0	1204	1	0	2	0	2	1	TA	5	Typ	0	NA	Attchd	1998	Fin	2	412	TA	TA	Y	0	247	0	0	0	0	NA	NA	NA	0	6	2009	WD	Normal	162000	4.787491743	8.411832676	6.763884909			1.609437912	0.693147181		5.509388337			10.95445115	8.412054873	29.42787794			0	2.236067978	0	15.71623365	0	0	1.414213562		0.052403286	0.148324178	0.702956021	0.014037339	0.049243505	0.03303567	PConc
777	20	RL	86	11210	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	240	Gd	TA	PConc	Gd	TA	Av	GLQ	20	Unf	0	1594	1614	GasA	Ex	Y	SBrkr	1614	0	0	1614	0	0	2	0	3	1	Gd	7	Typ	0	NA	Attchd	2005	RFn	3	865	TA	TA	Y	144	59	0	0	0	0	NA	NA	NA	0	7	2006	New	Partial	221500	2.995732274	9.324561516	2.995732274			1.945910149	1.098612289	4.9698133	4.077537444			4.472135955	9.324650718	4.472135955			0	2.645751311	12	7.681145748	0	0	1.732050808		0.07529596	0.083110112	0.548102563	0.139987695	0.073722631	0.079781041	PConc
778	20	RL	10	13350	Pave	NA	IR1	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	5	1974	1974	Hip	CompShg	HdBoard	Plywood	None	0	TA	TA	CBlock	TA	TA	No	ALQ	762	Unf	0	102	864	GasA	TA	Y	SBrkr	894	0	0	894	1	0	1	0	3	1	TA	5	Typ	1	Fa	Attchd	1974	Unf	2	440	TA	TA	Y	241	0	0	0	0	0	NA	MnPrv	NA	0	6	2006	WD	Normal	142500	2.995732274	9.499271664	6.635946556			1.609437912	0.693147181	5.484796934				4.472135955	9.499346567	27.60434748			0	2.236067978	15.5241747	0	0	0	1.414213562		0.071435641	0.293551063	0.243983377	0.045743355	0.005277592	0.340008971	Wood
779	90	RH	60	8400	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Feedr	Norm	Duplex	1Story	5	5	1977	1977	Gable	CompShg	Plywood	Plywood	BrkFace	320	TA	TA	Slab	NA	NA	NA	NA	0	NA	0	0	0	GasA	TA	Y	SBrkr	2020	0	0	2020	0	0	2	0	4	2	TA	10	Typ	2	TA	Detchd	1977	Unf	2	630	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	10	2007	WD	Normal	144000	4.49980967	9.035986985				2.302585093	0.693147181					9.486832981	9.036106025	0			0	3.16227766	0	0	0	0	1.414213562		0.126358483	0.039597402	0.069939452	0.214220062	0.490037529	0.059847072	Stone
780	90	RL	78	10530	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	Duplex	SFoyer	6	5	1977	1977	Gable	CompShg	Plywood	ImStucc	BrkFace	90	TA	TA	CBlock	Gd	TA	Gd	GLQ	975	Unf	0	0	975	GasA	TA	Y	SBrkr	1004	0	0	1004	1	0	1	0	2	1	TA	4	Typ	0	NA	Attchd	1977	Unf	2	504	TA	TA	Y	0	0	0	0	0	0	NA	NA	NA	0	5	2006	WD	Normal	135000	4.49980967	9.261983605	6.882437471			1.386294361	0.693147181					9.486832981	9.262078567	31.22498999			0	2	0	0	0	0	1.414213562		0.062030996	0.307167818	0.226823859	0.067026182	0.003616372	0.333334774	Wood
781	20	RL	63	7875	Pave	NA	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	1Story	7	5	1995	1996	Gable	CompShg	HdBoard	HdBoard	BrkFace	38	TA	TA	PConc	Gd	Gd	No	Unf	0	Unf	0	1237	1237	GasA	Gd	Y	SBrkr	1253	0	0	1253	0	0	2	0	3	1	TA	6	Typ	1	TA	Attchd	1995	Fin	2	402	TA	TA	Y	220	21	0	0	0	0	NA	NA	NA	0	6	2007	WD	Normal	176000	2.995732274	8.971448464				1.791759469	0.693147181	5.393627546	3.044522438			4.472135955	8.97157544	0			0	2.449489743	14.83239697	4.582575695	0	0	1.414213562		0.184331187	0.192181375	0.281643549	0.196768361	0.059563687	0.085511842	PConc
